sample_id,split,label,score_mean,score_t0.3,score_t0.5,score_t0.7,score_t0.9,z_t0.3,z_t0.5,z_t0.7,z_t0.9,z_overall
90gyBengKDs_001407_nonood,heldout,normal,0.1732247620820999,0.2931288778781891,0.1837555915117263,0.1215011030435562,0.0945134535431861,-0.3437305373760666,-0.3930236886913781,-0.462817505433286,-0.381457829299536,-0.3979047910467629
HaC3LrJiTmQ_006147_nonood,heldout,normal,0.0098067531362175,0.0212809741497039,0.0092254681512713,0.0052768313325941,0.0034437389113008,-2.741641372906442,-2.2781849259461127,-2.0413254925458473,-1.7760275347693404,-2.3340020778013444
ieP36TLihGM_000754_nonood,heldout,normal,0.2330769896507263,0.3769843876361847,0.251753032207489,0.1831090003252029,0.120461530983448,0.3959405533690454,0.3414405800780776,0.373914413783526,0.0158905412278504,0.3111953635158235
ahKX0rtdMJc_001382_nonood,heldout,normal,0.2444877624511718,0.4021673202514648,0.2641047537326813,0.182348147034645,0.1293308287858963,0.6180736879652344,0.4748558678480127,0.3635808321788737,0.1517079649903021,0.4463846636500067
Pbw0A-RCjcw_001030_nonood,heldout,normal,0.2137492895126342,0.3557309508323669,0.2172469496726989,0.1472315192222595,0.1347877234220504,0.2084686409314339,-0.0312717517052038,-0.1133580779668748,0.2352705409386487,0.0822101492304237
nvVk7L3GrJQ_003857_nonood,heldout,normal,0.2597581148147583,0.3800653517246246,0.2815786600112915,0.2178654819726944,0.159523069858551,0.4231170629916055,0.6635976743946408,0.8459619738743833,0.6140481063903229,0.6273003899498968
JV0D-YkWHD8_002421_nonood,heldout,normal,0.2153394818305969,0.3414870798587799,0.2307424843311309,0.1689379215240478,0.1201904118061065,0.0828265738821529,0.1144982639473967,0.181448926632489,0.0117388362091111,0.1010499763222171
kld-iYpdjyo_005427_nonood,heldout,normal,0.2525854408740997,0.3937258720397949,0.2768212854862213,0.1990982592105865,0.1406963914632797,0.5436135216122553,0.6122115991826093,0.5910736395376418,0.3257512181130888,0.5423220289671529
bFGmOp9H3MA_005756_nonood,heldout,normal,0.2078911066055297,0.3571385443210602,0.2285471260547638,0.1491026282310485,0.0967761650681495,0.2208847148914186,0.0907854271900066,-0.0879454815130384,-0.3468084515378259,0.0128052402799475
Hd2IzHAfkCI_004081_nonood,heldout,normal,0.1807363033294677,0.3217340409755707,0.1900829523801803,0.1220281422138214,0.0891001150012016,-0.0914106570218169,-0.3246796388868811,-0.4556594864796053,-0.4643534216116318,-0.3089116946176538
Hd2IzHAfkCI_004534_nonood,heldout,normal,0.344080775976181,0.4729741513729095,0.3717247545719147,0.3038960695266723,0.2277280986309051,1.2426452415692015,1.637297342300173,2.014392350686391,1.6584860654977425,1.6263143697409528
sUbP4j8rAic_005403_nonood,heldout,normal,0.0086833611130714,0.0195380244404077,0.0079757953062653,0.0043424610048532,0.0028771646320819,-2.757015550659456,-2.291683081801934,-2.0540157077956187,-1.7847036059406498,-2.3473114814711393
Z9K13eBUwJM_001323_nonood,heldout,normal,0.2519633769989013,0.414845734834671,0.2708449363708496,0.1825958639383316,0.1395670473575592,0.7299072069640825,0.5476589507590931,0.3669452164443613,0.3084573341555644,0.5349521179718572
9Q0FCoNxL8I_000786_nonood,heldout,normal,0.2874223589897156,0.4628218114376068,0.3103887140750885,0.2153179198503494,0.1611610502004623,1.1530936739353947,0.9747851996112148,0.8113620826589951,0.6391308440734036,0.9550529334592734
Tsl84N96WM8_004717_nonood,heldout,normal,0.1223951131105423,0.2259292602539062,0.124856948852539,0.0827830210328102,0.0560112409293651,-0.9364836505496272,-1.0292086402066072,-0.9886698149373884,-0.9710503137146876,-1.0001098117498994
ha-IeID24As_004012_nonood,heldout,normal,0.0313502103090286,0.0643947497010231,0.0306138936430215,0.018422333523631,0.0119698615744709,-2.3613441988719894,-2.0471610208080593,-1.8627889450787125,-1.645465224134697,-2.078765649156532
mrIFkGZbNjc_000872_nonood,heldout,normal,0.0605505034327507,0.1185087263584137,0.0606566816568374,0.0377232916653156,0.0253133121877908,-1.8840166594623196,-1.72265830269711,-1.6006516467582546,-1.4411341568091245,-1.7328147429256349
y1vGuUK0db4_003866_nonood,heldout,normal,0.2535321116447449,0.4091978967189789,0.2776185572147369,0.195508986711502,0.1318030506372451,0.6800888635845946,0.6208232114889418,0.5423256867707847,0.1895656184706876,0.5535377249747025
3u_CIo9IaWo_002458_nonood,heldout,normal,0.2644838094711303,0.4079262018203735,0.2910476922988891,0.2014945447444915,0.1574667245149612,0.6688715213316991,0.7658760219898337,0.6236189573011995,0.5825588573930476,0.6832881275392245
DyzL2sahobA_004649_nonood,heldout,normal,0.2987473607063293,0.4262987077236175,0.2821332216262817,0.2133578509092331,0.2731996476650238,0.8309313730980614,0.6695876894139376,0.7847412707296438,2.354801465190062,1.089226059404578
OWtbKblBOKI_004320_nonood,heldout,normal,0.3099497258663177,0.4592982828617096,0.3440886735916137,0.2500102519989013,0.1864017397165298,1.1220133998719846,1.338790313194958,1.2825383918918798,1.025646834450218,1.2219462469248537
kld-iYpdjyo_005653_nonood,heldout,normal,0.2761385440826416,0.4612994194030761,0.3030147552490234,0.2019804120063781,0.1382596492767334,1.1396649871386322,0.8951364772224691,0.6302177971327952,0.2884368722063988,0.8213677688513656
hIHap634rMw_001346_nonood,heldout,normal,0.1115961670875549,0.1946545392274856,0.1131129264831543,0.0774424895644187,0.061174739152193,-1.2123511168750094,-1.1560599556926583,-1.0612026125551417,-0.8919805787878825,-1.1280504850562236
0RJPQ_97dcs_004867_nonood,heldout,normal,0.1474677473306656,0.2742459774017334,0.1536679565906524,0.0978414639830589,0.0641155764460563,-0.5102924679177817,-0.718010814018375,-0.784152530203958,-0.8469469184177462,-0.703061405650139
Eq7_uD2yN5Y_000177_nonood,heldout,normal,0.2674412429332733,0.4308704435825348,0.2908285856246948,0.1958095431327819,0.1522564142942428,0.8712576540916781,0.7635093737513414,0.5464077146001194,0.5027722804911197,0.7183263643819489
Zpo0kwg1XEQ_004129_nonood,heldout,normal,0.2583999037742615,0.3795130550861358,0.2650438249111175,0.1978544890880584,0.1911882609128952,0.4182453752732335,0.4849991058777877,0.5741812895694259,1.0989438408372698,0.6112089644863982
3tEZvtQZ18Q_000073_nonood,heldout,normal,0.2739181518554687,0.4133530855178833,0.2955866754055023,0.2237017750740051,0.1630309671163559,0.7167408741681264,0.8149031746921167,0.9252279924084444,0.667765275324138,0.7950616389805505
y1vGuUK0db4_000052_nonood,heldout,normal,0.151036649942398,0.268384575843811,0.1595184504985809,0.1024332493543624,0.0738102868199348,-0.5619946076597703,-0.6548175719483889,-0.7217888795051207,-0.698489778243715,-0.6607787789810387
y1vGuUK0db4_002066_nonood,heldout,normal,0.3124685883522033,0.4828083217144012,0.351348876953125,0.2457606792449951,0.1699563711881637,1.3293903048817626,1.4172103228080877,1.2248225255318912,0.7738154453034667,1.2517885076162445
TlBhM9Xbr2o_002590_nonood,heldout,normal,0.1360159218311309,0.2349477559328079,0.1466806232929229,0.0956873670220375,0.0667479336261749,-0.856933474837324,-0.7934834581157753,-0.8134085471093018,-0.8066370789479733,-0.8387370782461653
Tsl84N96WM8_001252_nonood,heldout,normal,0.1918741464614868,0.2870933711528778,0.2025119513273239,0.1582339107990265,0.1196573600172996,-0.3969684206778824,-0.1904296505072593,0.0360716644234025,0.0035761019881748,-0.176955932781506
r6_ZhT7rmhM_004698_nonood,heldout,normal,0.0860353484749794,0.1674449741840362,0.0906280428171157,0.0529762059450149,0.0330921560525894,-1.4523607323728065,-1.398927091149014,-1.3934931362095695,-1.3220150836762257,-1.430882662992145
yr0gNIxRluE_004553_nonood,heldout,normal,0.0261331591755151,0.0569429583847522,0.0251958891749382,0.0137701174244284,0.0086236698552966,-2.4270748184438955,-2.105682792350094,-1.9259733398893557,-1.696706162125081,-2.140574739902463
RASKiMoxhOE_003190_nonood,heldout,normal,0.3180992007255554,0.4784772098064422,0.3475761711597442,0.251176655292511,0.1951668113470077,1.291186515073023,1.3764600008332433,1.2983799789205863,1.1598682209072435,1.3184972712900445
3tEZvtQZ18Q_003665_nonood,heldout,normal,0.2117758840322494,0.3353167772293091,0.2350411117076873,0.1656498610973358,0.1110957711935043,0.02839968542438,0.1609292498864248,0.1367919064656411,-0.1275293094278551,0.0588301985084387
gXezhrOijmQ_000502_nonood,heldout,normal,0.3060345649719238,0.4429681897163391,0.318156361579895,0.2503238916397095,0.2126898765563964,0.9779692238403228,1.0586862918626487,1.286798110372388,1.4282026061280957,1.1755613201120816
hdOtS-BpUPY_001660_nonood,heldout,normal,0.3731275796890259,0.4930669069290161,0.3630158603191376,0.3311177492141723,0.3053098320960998,1.4198790388611344,1.543229512927368,2.3841054766692293,2.8465114768622457,1.9704468078980937
bcpfYpmDcp0_003790_nonood,heldout,normal,0.2041588425636291,0.3395244479179382,0.215572327375412,0.1537923812866211,0.107746236026287,0.0655146272658463,-0.0493599360318015,-0.0242512759324957,-0.178821446341739,-0.0314128133579989
UKBuDqU8qTM_002630_nonood,heldout,normal,0.3434269428253174,0.5234082341194153,0.386677086353302,0.2646091282367706,0.1990133970975875,1.6875132425329686,1.7988027359715455,1.480814039526425,1.2187717980067625,1.618568071780632
Hd2IzHAfkCI_001562_nonood,heldout,normal,0.2684485018253326,0.4403745234012604,0.2986261248588562,0.1986825913190841,0.1361107379198074,0.955091061178862,0.8477333370831902,0.5854282173115987,0.2555301403667038,0.7302598790573186
DyzL2sahobA_000311_nonood,heldout,normal,0.2240368872880935,0.358389288187027,0.2268616706132888,0.1534568220376968,0.1574397385120391,0.2319172526728039,0.0725802302634762,-0.0288086970871211,0.5821456150511891,0.2040926165837326
EY8x-fyQkbk_006019_nonood,heldout,normal,0.1763062179088592,0.2999334633350372,0.190320685505867,0.1265306770801544,0.0884400233626365,-0.2837087789792638,-0.3221117997956866,-0.3945079976887397,-0.4744615437870198,-0.3613971973982655
f482qwPz7ns_005487_nonood,heldout,normal,0.1260630786418914,0.245804414153099,0.1260044574737548,0.0762727931141853,0.0561706349253654,-0.7611692698277192,-1.016813996058766,-1.0770889258183671,-0.9686094799100106,-0.9566535356701557
Q7VBPeGwJWw_002656_nonood,heldout,normal,0.1600572764873504,0.2843887209892273,0.1728739440441131,0.1099470406770706,0.0730193853378295,-0.4208255475667995,-0.5105601896027361,-0.6197398028209665,-0.7106010190817208,-0.5539067720880138
CyeT8rEQOpQ_005359_nonood,heldout,normal,0.270228624343872,0.4197506904602051,0.2898170948028564,0.2113834023475647,0.1599633246660232,0.77317274655791,0.7525839056862635,0.7579251609889234,0.6207898209072719,0.7513499070197585
VxWJchENocA_002747_nonood,heldout,normal,0.0827132239937782,0.15952168405056,0.0866109728813171,0.0509561188519001,0.033764112740755,-1.5222503397728675,-1.4423168761586131,-1.4209290888225894,-1.311725269499346,-1.4702415820966153
xjbbH74SwTg_001509_nonood,heldout,normal,0.2213018536567688,0.3703772723674774,0.2452315241098404,0.1566312611103058,0.1129673346877098,0.3376606362641659,0.2709994777777073,0.0143051667981867,-0.0988696637769137,0.1716892650379192
bcpfYpmDcp0_003106_nonood,heldout,normal,0.2351667284965515,0.3878072500228882,0.2388282120227813,0.1643116027116775,0.1497199088335037,0.4914066527304401,0.2018350521522359,0.1186162576146384,0.4639302385718734,0.3359535755117102
lKMwX4nA64k_004974_nonood,heldout,normal,0.1941586434841156,0.318050742149353,0.208701029419899,0.1445838510990142,0.1052989363670349,-0.1239002294803377,-0.1235792415932151,-0.1493175657592327,-0.2162974610497571,-0.1498903203949588
OWtbKblBOKI_005624_nonood,heldout,normal,0.2448471188545227,0.4005720913410187,0.2622201144695282,0.1883129328489303,0.1282833367586136,0.6040025230342347,0.4544992164190393,0.4445919833838506,0.1356674991353869,0.450642143972974
bhA2ckvE-TQ_000174_nonood,heldout,normal,0.0684963390231132,0.1215572357177734,0.0663909763097763,0.0468773171305656,0.0391598306596279,-1.857126425898755,-1.660720169642614,-1.4763256165890672,-1.2290995054971583,-1.638676337821254
Tsl84N96WM8_000241_nonood,heldout,normal,0.044406060129404,0.0804857984185218,0.043732900172472,0.0302826836705207,0.023122850805521,-2.2194085813979076,-1.9054580178855536,-1.7017067790112328,-1.474677152930971,-1.9240862746092935
ha-IeID24As_004879_nonood,heldout,normal,0.0738926529884338,0.1295724362134933,0.0773772969841957,0.0509018823504447,0.0377190001308918,-1.786426097317846,-1.542053056615417,-1.4216657056194089,-1.2511632466015792,-1.5747434280145205
y1vGuUK0db4_005890_nonood,heldout,normal,0.2009651958942413,0.3214207291603088,0.2213115096092224,0.151350125670433,0.1097783893346786,-0.0941743119421306,0.0126309895024428,-0.0574209395489795,-0.1477026550705854,-0.0692495896798922
DSBGS6aRzgc_000073_nonood,heldout,normal,0.3164597749710083,0.4728172719478607,0.3494462072849273,0.2584051489830017,0.1851704865694046,1.241261442510843,1.396658918633699,1.3965542660747228,1.0067923958952525,1.2990741503274983
VxWJchENocA_002584_nonood,heldout,normal,0.2869330048561096,0.4270731210708618,0.2989379465579986,0.2107357680797577,0.2109852731227874,0.8377623036701477,0.8511014329100871,0.749129271374717,1.402099655021245,0.94925530309743
Z9K13eBUwJM_002799_nonood,heldout,normal,0.1122747212648391,0.2062815576791763,0.1186816692352294,0.0750949159264564,0.0490407608449459,-1.1097917329407223,-1.0959100069369707,-1.0930863463338654,-1.0777907421612285,-1.1200113043684268
4OGV0AbV91U_001201_nonood,heldout,normal,0.0473301522433757,0.0744135677814483,0.0434860289096832,0.033307708799839,0.0381133034825325,-2.272970398284386,-1.9081245612090827,-1.6606221909337944,-1.2451251963981058,-1.8894430498839456
uO2zGO5ydBc_001446_nonood,heldout,normal,0.0561704561114311,0.1067685782909393,0.0568724460899829,0.0363968163728714,0.0246439836919307,-1.987573934966806,-1.763533161809776,-1.6186672627135676,-1.451383724924136,-1.7847074185821583
4K_6s1n6BpU_001222_nonood,heldout,normal,0.1902250945568084,0.3266301453113556,0.2047945111989975,0.135968342423439,0.0935073643922805,-0.0482231927168063,-0.1657749186538631,-0.2663296928926593,-0.396864284195394,-0.1964930997006222
UbDCiQVuzPY_003772_nonood,heldout,normal,0.1961454451084137,0.3441556394100189,0.2080303579568863,0.1403379142284393,0.0920578762888908,0.1063653533813144,-0.1308233999119098,-0.2069840511182116,-0.4190606005624425,-0.1263516586591093
GdyJqgxlSxs_004119_nonood,heldout,normal,0.1821395605802536,0.3141459822654724,0.1943677812814712,0.1306891739368438,0.0893553346395492,-0.1583432614378453,-0.2783976951315339,-0.3380290849278042,-0.46044518957951,-0.2922865835090917
uO2zGO5ydBc_002272_nonood,heldout,normal,0.3444441556930542,0.4972855150699615,0.3899732232093811,0.2839196324348449,0.2065981775522232,1.4570904575746406,1.8344054692655216,1.7430809882721752,1.334919137299852,1.6306195163305977
yhtzAKqRyXw_000328_nonood,heldout,normal,0.1758811473846435,0.2976749837398529,0.1915381997823715,0.1247563660144805,0.0895550847053527,-0.3036303329763313,-0.3089609999470539,-0.418605926181281,-0.457386374785139,-0.3664332267436352
nHvTqyRntbY_003764_nonood,heldout,normal,0.1302848607301712,0.235183984041214,0.1386195570230484,0.0875337943434715,0.0598021037876606,-0.8548497584170952,-0.8805538696316373,-0.9241468585407278,-0.9130000329914116,-0.9066359097113516
RASKiMoxhOE_004422_nonood,heldout,normal,0.2850074470043182,0.4359158277511596,0.3046261072158813,0.2229252606630325,0.1765625774860382,0.915761883116164,0.9125412564606128,0.9146817082133796,0.8749776725964687,0.9264422278654526
t4Cvbdtebk0_004325_nonood,heldout,normal,0.1773425936698913,0.3135866522789001,0.1899188607931137,0.120963230729103,0.0849016159772872,-0.1632769887796548,-0.3264520498228355,-0.4701226554842371,-0.5286459207246749,-0.3491187201855309
fsqORUrKLYg_004920_nonood,heldout,normal,0.0910469517111778,0.1513063907623291,0.0923024043440818,0.0695323422551155,0.0510466583073139,-1.5947156430646092,-1.3808417234943535,-1.168634825492763,-1.0470740121856874,-1.3715076192593123
Hd2IzHAfkCI_005113_nonood,heldout,normal,0.0818103849887847,0.1436119824647903,0.0904483795166015,0.0565208382904529,0.0366603545844554,-1.6625863339053637,-1.4008676976378271,-1.3453514667778506,-1.267374508642515,-1.48093798060997
krPRThe7R4g_002294_nonood,heldout,normal,0.1904396116733551,0.3215033113956451,0.2061447203159332,0.1385242491960525,0.0955861806869506,-0.0934458721262657,-0.1511908351705882,-0.2316164682323325,-0.3650309327952908,-0.1939516049780543
4K_6s1n6BpU_004403_nonood,heldout,normal,0.4008952379226684,0.5163105130195618,0.4272946715354919,0.3554334640502929,0.3045422732830047,1.624905798813593,2.2375275570055404,2.714351039976533,2.834757687227179,2.2994245510028164
IQwS7BEjUxM_001978_nonood,heldout,normal,0.1658667623996734,0.2905386388301849,0.1761560291051864,0.1148447468876838,0.0819276347756385,-0.3665784688650904,-0.4751092346880377,-0.5532212670781906,-0.5741871207297518,-0.4850788015060669
Sihe6aeyLHg_006383_nonood,heldout,normal,0.2285376191139221,0.3843130767345428,0.2463102340698242,0.1661751866340637,0.1173519566655159,0.4605853152309512,0.2826510033920118,0.1439266515868788,-0.0317270247019843,0.2574151036988608
YBEYOS3A3Ic_002698_nonood,heldout,normal,0.3885177969932556,0.5846976041793823,0.4321741163730621,0.3075480461120605,0.2296515107154846,2.2281333560373655,2.290232156589833,2.0639919233395068,1.6879396795244406,2.152782635861523
4K_6s1n6BpU_004134_nonood,heldout,normal,0.2673996686935425,0.3983453810214996,0.2897163331508636,0.2122894674539566,0.1692475527524948,0.5843611988616744,0.751495543649492,0.7702309469166722,0.7629611594296397,0.717833812959612
bhA2ckvE-TQ_001611_nonood,heldout,normal,0.0297377798706293,0.065274141728878,0.0283929351717233,0.0155491298064589,0.0097349155694246,-2.353587274344154,-2.0711503742734023,-1.9018115601434609,-1.6796894226467574,-2.0978689427102992
