sample_id,split,label,score_mean,score_t0.3,score_t0.5,score_t0.7,score_t0.9
Hkui6PJboFg_001217_nonood,calib,normal,0.2091326266527176,0.32433539628982544,0.21939478814601898,0.16328617930412292,0.12951414287090302
Hkui6PJboFg_001217_ood,ood,anomaly,0.14621815085411072,0.25166383385658264,0.15694448351860046,0.1040014997124672,0.07226277887821198
krPRThe7R4g_003203_nonood,heldout,normal,0.23677578568458557,0.3914147913455963,0.2580176293849945,0.17866499722003937,0.11900576204061508
krPRThe7R4g_003203_ood,ood,anomaly,0.19979049265384674,0.3054247200489044,0.19829627871513367,0.15890337526798248,0.1365375816822052
4wKjxDXnmYs_005030_nonood,calib,normal,0.2892562448978424,0.436389684677124,0.3261258900165558,0.23544052243232727,0.15906888246536255
4wKjxDXnmYs_005030_ood,ood,anomaly,0.31516802310943604,0.4689216613769531,0.35519078373908997,0.24882742762565613,0.18773217499256134
a_VxrUq9PmA_005252_nonood,calib,normal,0.05762973427772522,0.10889587551355362,0.06071365624666214,0.036864619702100754,0.02404477819800377
a_VxrUq9PmA_005252_ood,ood,anomaly,0.0728655532002449,0.13174712657928467,0.077241450548172,0.04980309680104256,0.03267054632306099
fWJbp43k644_005053_nonood,calib,normal,0.1919059455394745,0.34293004870414734,0.2006470412015915,0.13219565153121948,0.09185107797384262
fWJbp43k644_005053_ood,ood,anomaly,0.1894722580909729,0.3123261630535126,0.19522257149219513,0.1330939531326294,0.11724633723497391
fb5i7JlmJdg_004952_nonood,calib,normal,0.2132297307252884,0.35168057680130005,0.23427200317382812,0.16063615679740906,0.10633019357919693
fb5i7JlmJdg_004952_ood,ood,anomaly,0.36636966466903687,0.5031726956367493,0.3842690587043762,0.31405359506607056,0.2639833092689514
zRZ9PJguIfE_004095_nonood,calib,normal,0.13014034926891327,0.24398942291736603,0.13557708263397217,0.08583053201436996,0.05516437068581581
zRZ9PJguIfE_004095_ood,ood,anomaly,0.18757778406143188,0.3112751245498657,0.19221778213977814,0.1284841150045395,0.1183340921998024
gZbGLa253Ak_004311_nonood,calib,normal,0.19350820779800415,0.31990426778793335,0.19949936866760254,0.13723474740982056,0.11739444732666016
gZbGLa253Ak_004311_ood,ood,anomaly,0.35357552766799927,0.4862556457519531,0.38066035509109497,0.2989450693130493,0.24844108521938324
GLZENQ5lzGA_000148_nonood,calib,normal,0.17499588429927826,0.2822698652744293,0.18632182478904724,0.13704660534858704,0.09434523433446884
GLZENQ5lzGA_000148_ood,ood,anomaly,0.5590049028396606,0.5848560333251953,0.5329543352127075,0.5471744537353516,0.5710346102714539
88LcRU7uEFE_005516_nonood,calib,normal,0.34911859035491943,0.4796154797077179,0.3718792498111725,0.31648072600364685,0.2284989058971405
88LcRU7uEFE_005516_ood,ood,anomaly,0.2883323132991791,0.4099014699459076,0.2939094007015228,0.23647795617580414,0.21304041147232056
qzMjfBx1KI0_003899_nonood,heldout,normal,0.2321755588054657,0.35833168029785156,0.2494848519563675,0.18556605279445648,0.13531965017318726
qzMjfBx1KI0_003899_ood,ood,anomaly,0.303277850151062,0.41697806119918823,0.3371369540691376,0.2653408646583557,0.1936555653810501
LfKfK4I5RPE_001779_nonood,calib,normal,0.21662017703056335,0.36096319556236267,0.2424219399690628,0.15866872668266296,0.10442681610584259
LfKfK4I5RPE_001779_ood,ood,anomaly,0.20099467039108276,0.3379054069519043,0.2210465669631958,0.14167886972427368,0.10334784537553787
bFGmOp9H3MA_000686_nonood,calib,normal,0.21260911226272583,0.36232447624206543,0.22781440615653992,0.1539650708436966,0.1063324511051178
bFGmOp9H3MA_000686_ood,ood,anomaly,0.5397012829780579,0.5842485427856445,0.5087960362434387,0.4873742163181305,0.5783863663673401
7uTMZ5-aWKA_004187_nonood,calib,normal,0.2409028559923172,0.39151012897491455,0.263041228055954,0.17843681573867798,0.1306232362985611
7uTMZ5-aWKA_004187_ood,ood,anomaly,0.2871595025062561,0.43951067328453064,0.3160705864429474,0.21828049421310425,0.17477624118328094
Zpo0kwg1XEQ_001299_nonood,heldout,normal,0.2029445320367813,0.32539716362953186,0.21793146431446075,0.14567627012729645,0.12277320772409439
Zpo0kwg1XEQ_001299_ood,ood,anomaly,0.1846233308315277,0.3164929449558258,0.19214075803756714,0.12889130413532257,0.10096825659275055
6E2N9ld0eHg_001813_nonood,calib,normal,0.06893552094697952,0.1367068588733673,0.0704023614525795,0.04213373363018036,0.026499131694436073
6E2N9ld0eHg_001813_ood,ood,anomaly,0.2854849100112915,0.3548682630062103,0.2839767336845398,0.23740726709365845,0.2656874656677246
bI9JzQSrEGo_005086_nonood,calib,normal,0.32647255063056946,0.47068554162979126,0.3349226713180542,0.2603949308395386,0.239887073636055
bI9JzQSrEGo_005086_ood,ood,anomaly,0.23006370663642883,0.3476913273334503,0.2312442511320114,0.17489951848983765,0.16641977429389954
p-fBcE77G4c_004034_nonood,calib,normal,0.24934181571006775,0.3822753131389618,0.2518027722835541,0.16830600798130035,0.19498313963413239
p-fBcE77G4c_004034_ood,ood,anomaly,0.2736353576183319,0.3922403156757355,0.27212944626808167,0.21544453501701355,0.21472713351249695
Nc9SDBksPPA_004924_nonood,calib,normal,0.030519448220729828,0.06268742680549622,0.02949942834675312,0.018061259761452675,0.011829683557152748
Nc9SDBksPPA_004924_ood,ood,anomaly,0.20926719903945923,0.297627329826355,0.19522911310195923,0.16532646119594574,0.17888592183589935
3tEZvtQZ18Q_001687_nonood,calib,normal,0.08510094881057739,0.1631719022989273,0.0874914899468422,0.054505039006471634,0.03523536026477814
3tEZvtQZ18Q_001687_ood,ood,anomaly,0.1470189243555069,0.26803353428840637,0.15275444090366364,0.10016053169965744,0.06712716072797775
3sGShQb_HwU_000905_nonood,heldout,normal,0.18636181950569153,0.29671773314476013,0.19137367606163025,0.14345569908618927,0.11390014737844467
3sGShQb_HwU_000905_ood,ood,anomaly,0.07223518192768097,0.1299000084400177,0.06998268514871597,0.047543950378894806,0.04151410236954689
Nc9SDBksPPA_000531_nonood,calib,normal,0.1292949765920639,0.23569035530090332,0.1341453194618225,0.08541988581418991,0.06192436441779137
Nc9SDBksPPA_000531_ood,ood,anomaly,0.09604153782129288,0.15215542912483215,0.09570957720279694,0.077127605676651,0.05917353928089142
kN-2mc561GY_003223_nonood,calib,normal,0.1280432641506195,0.22222791612148285,0.13181042671203613,0.08850996941328049,0.06962470710277557
kN-2mc561GY_003223_ood,ood,anomaly,0.2399730384349823,0.3520449101924896,0.22480838000774384,0.1726280003786087,0.21041087806224823
P5MjgFmqouA_001596_nonood,heldout,normal,0.27307236194610596,0.4367692470550537,0.29577305912971497,0.2067529410123825,0.15299415588378906
P5MjgFmqouA_001596_ood,ood,anomaly,0.2779462933540344,0.43905317783355713,0.29824844002723694,0.20538480579853058,0.16909882426261902
fb5i7JlmJdg_005653_nonood,calib,normal,0.21991437673568726,0.3413757085800171,0.23112313449382782,0.1749294102191925,0.13222922384738922
fb5i7JlmJdg_005653_ood,ood,anomaly,0.1793283373117447,0.3110446035861969,0.1872853934764862,0.12716205418109894,0.09182129800319672
2SAby_5t94M_000905_nonood,heldout,normal,0.1281101405620575,0.23008309304714203,0.13195493817329407,0.08867263048887253,0.06172989681363106
2SAby_5t94M_000905_ood,ood,anomaly,0.2507841885089874,0.3773351311683655,0.2607317268848419,0.20335084199905396,0.16171903908252716
JV0D-YkWHD8_004477_nonood,calib,normal,0.21301542222499847,0.3402087986469269,0.2299073487520218,0.15911799669265747,0.12282752990722656
JV0D-YkWHD8_004477_ood,ood,anomaly,0.33318471908569336,0.5032216310501099,0.37047895789146423,0.2623703181743622,0.19666790962219238
Hx8FMhmdOQU_004650_nonood,calib,normal,0.15090948343276978,0.290102481842041,0.1574544608592987,0.09519582241773605,0.060885149985551834
Hx8FMhmdOQU_004650_ood,ood,anomaly,0.31152111291885376,0.4337102174758911,0.31832996010780334,0.2674061059951782,0.22663821280002594
oZaUkhs_H-s_005205_nonood,calib,normal,0.4209290146827698,0.5749846696853638,0.46167653799057007,0.3573007881641388,0.28975412249565125
oZaUkhs_H-s_005205_ood,ood,anomaly,0.5435208082199097,0.6599767804145813,0.5626216530799866,0.4662347435951233,0.48524993658065796
Hx8FMhmdOQU_001889_nonood,heldout,normal,0.21847571432590485,0.36491018533706665,0.2367001324892044,0.15448369085788727,0.11780884861946106
Hx8FMhmdOQU_001889_ood,ood,anomaly,0.35397639870643616,0.47518837451934814,0.371185839176178,0.2997439205646515,0.269787460565567
4wKjxDXnmYs_001491_nonood,calib,normal,0.1628059446811676,0.2767598330974579,0.17131617665290833,0.1191856861114502,0.08396212011575699
4wKjxDXnmYs_001491_ood,ood,anomaly,0.1104031354188919,0.20753887295722961,0.11279296875,0.07223725318908691,0.049043457955121994
kN-2mc561GY_003565_nonood,heldout,normal,0.2073109745979309,0.36524060368537903,0.2201078236103058,0.14516514539718628,0.09873034060001373
kN-2mc561GY_003565_ood,ood,anomaly,0.16289758682250977,0.2965404689311981,0.17014189064502716,0.10636374354362488,0.0785442441701889
Izf9l3VWQuo_000191_nonood,calib,normal,0.19739152491092682,0.34638479351997375,0.2142503261566162,0.13724462687969208,0.09168638288974762
Izf9l3VWQuo_000191_ood,ood,anomaly,0.18787607550621033,0.3193223774433136,0.1937553435564041,0.12522907555103302,0.11319747567176819
r6_ZhT7rmhM_004807_nonood,calib,normal,0.07043551653623581,0.13209128379821777,0.07227613031864166,0.045903611928224564,0.031471047550439835
r6_ZhT7rmhM_004807_ood,ood,anomaly,0.10681875795125961,0.1658996194601059,0.10912887752056122,0.08647734671831131,0.06576918065547943
D_pyFV4nKd4_000776_nonood,heldout,normal,0.191670760512352,0.33970847725868225,0.19692887365818024,0.12613265216350555,0.10391300916671753
D_pyFV4nKd4_000776_ood,ood,anomaly,0.033085741102695465,0.06581415235996246,0.03263283520936966,0.019291387870907784,0.014604581519961357
88LcRU7uEFE_000732_nonood,calib,normal,0.22266113758087158,0.35851606726646423,0.24554474651813507,0.16993451118469238,0.11664924770593643
88LcRU7uEFE_000732_ood,ood,anomaly,0.1515863984823227,0.2804083228111267,0.14902205765247345,0.0996478945016861,0.07726732641458511
FqJ4IfRLKmA_001431_nonood,calib,normal,0.2733648717403412,0.44409528374671936,0.30127009749412537,0.19842812418937683,0.149665966629982
FqJ4IfRLKmA_001431_ood,ood,anomaly,0.3086562752723694,0.452367901802063,0.3084217607975006,0.24274903535842896,0.23108649253845215
T89zSiaMNgM_003762_nonood,heldout,normal,0.26781123876571655,0.42457619309425354,0.28656983375549316,0.19741535186767578,0.16268353164196014
T89zSiaMNgM_003762_ood,ood,anomaly,0.45353198051452637,0.5090838074684143,0.4268966615200043,0.4226435124874115,0.45550400018692017
a_VxrUq9PmA_004850_nonood,heldout,normal,0.20761775970458984,0.33162784576416016,0.22101208567619324,0.15583427250385284,0.12199681252241135
a_VxrUq9PmA_004850_ood,ood,anomaly,0.222680002450943,0.345975399017334,0.21968689560890198,0.15548177063465118,0.1695759892463684
sUbP4j8rAic_002839_nonood,calib,normal,0.22614559531211853,0.3715914785861969,0.23631075024604797,0.17091329395771027,0.1257668286561966
sUbP4j8rAic_002839_ood,ood,anomaly,0.20619699358940125,0.36319684982299805,0.2174023985862732,0.1444203108549118,0.09976843744516373
4wKjxDXnmYs_003798_nonood,calib,normal,0.22563107311725616,0.33778491616249084,0.23776693642139435,0.1796712428331375,0.14730116724967957
4wKjxDXnmYs_003798_ood,ood,anomaly,0.7325985431671143,0.7117297053337097,0.7061319351196289,0.7845032215118408,0.7280293703079224
9Q0FCoNxL8I_003545_nonood,calib,normal,0.04795052483677864,0.09776408225297928,0.04950087144970894,0.027378108352422714,0.017159031704068184
9Q0FCoNxL8I_003545_ood,ood,anomaly,0.04413214325904846,0.0907115712761879,0.04399101063609123,0.025625338777899742,0.016200657933950424
JkYzYrJpSoQ_004658_nonood,calib,normal,0.25801777839660645,0.4128594994544983,0.27992624044418335,0.1906231790781021,0.14866216480731964
JkYzYrJpSoQ_004658_ood,ood,anomaly,0.3645913004875183,0.5072768926620483,0.38656410574913025,0.3064005374908447,0.2581236660480499
1u69z-wsDIc_004094_nonood,heldout,normal,0.12356558442115784,0.21925541758537292,0.11706552654504776,0.07966934144496918,0.07827205210924149
1u69z-wsDIc_004094_ood,ood,anomaly,0.14385242760181427,0.2446957677602768,0.14832738041877747,0.10325438529253006,0.07913218438625336
HzVbo46kkBA_001118_nonood,heldout,normal,0.022217070683836937,0.04305082559585571,0.02366318553686142,0.0133304912596941,0.008823780342936516
HzVbo46kkBA_001118_ood,ood,anomaly,0.08315862715244293,0.1443740725517273,0.08005181699991226,0.05742963030934334,0.05077899992465973
IOvkPjLsybM_000609_nonood,calib,normal,0.17841389775276184,0.2902199327945709,0.19220831990242004,0.13509736955165863,0.09612999111413956
IOvkPjLsybM_000609_ood,ood,anomaly,0.2344701588153839,0.322602242231369,0.21706350147724152,0.17202337086200714,0.2261914759874344
TlBhM9Xbr2o_003366_nonood,calib,normal,0.26854103803634644,0.4175903797149658,0.2917853891849518,0.20249974727630615,0.1622886210680008
TlBhM9Xbr2o_003366_ood,ood,anomaly,0.12525701522827148,0.23129500448703766,0.12948182225227356,0.08165502548217773,0.05859621241688728
O9uvBFovKj8_004388_nonood,heldout,normal,0.3534499704837799,0.5110926032066345,0.37761661410331726,0.27711787819862366,0.24797280132770538
O9uvBFovKj8_004388_ood,ood,anomaly,0.5233992338180542,0.6068974733352661,0.5266550183296204,0.4896148145198822,0.4704294204711914
HzVbo46kkBA_000187_nonood,calib,normal,0.240775465965271,0.393142968416214,0.2557440400123596,0.172532320022583,0.14168253540992737
HzVbo46kkBA_000187_ood,ood,anomaly,0.5500999093055725,0.6157619953155518,0.5899550318717957,0.5406946539878845,0.45398786664009094
nHvTqyRntbY_005672_nonood,calib,normal,0.18386998772621155,0.3156905472278595,0.18766888976097107,0.12307912856340408,0.10904140770435333
nHvTqyRntbY_005672_ood,ood,anomaly,0.17547646164894104,0.3014230728149414,0.17873165011405945,0.12037346512079239,0.10137763619422913
eN6y6-4C1Rc_005400_nonood,calib,normal,0.24655157327651978,0.41181549429893494,0.2710512578487396,0.18029512465000153,0.12304440885782242
eN6y6-4C1Rc_005400_ood,ood,anomaly,0.24098816514015198,0.34697461128234863,0.24875886738300323,0.20516708493232727,0.16305208206176758
OWtbKblBOKI_000061_nonood,heldout,normal,0.3251219689846039,0.4699908494949341,0.35854965448379517,0.277080237865448,0.1948671042919159
OWtbKblBOKI_000061_ood,ood,anomaly,0.2808053493499756,0.44734373688697815,0.29888105392456055,0.2107485830783844,0.16624803841114044
Sihe6aeyLHg_000602_nonood,calib,normal,0.07150492072105408,0.133252814412117,0.07192406803369522,0.048423804342746735,0.032419007271528244
Sihe6aeyLHg_000602_ood,ood,anomaly,0.6022413372993469,0.5406435132026672,0.4985679090023041,0.5078656077384949,0.8618883490562439
O9uvBFovKj8_000211_nonood,calib,normal,0.24132278561592102,0.39103174209594727,0.2579202651977539,0.18072541058063507,0.13561375439167023
O9uvBFovKj8_000211_ood,ood,anomaly,0.09392456710338593,0.14903052151203156,0.09207931160926819,0.07589135318994522,0.05869709327816963
Sihe6aeyLHg_004041_nonood,calib,normal,0.19533368945121765,0.319654256105423,0.206990584731102,0.1455812007188797,0.10910874605178833
Sihe6aeyLHg_004041_ood,ood,anomaly,0.14288675785064697,0.2603043019771576,0.1528370976448059,0.0948680192232132,0.06353759765625
4wKjxDXnmYs_004457_nonood,calib,normal,0.31137993931770325,0.4526194632053375,0.34743374586105347,0.2619066834449768,0.1835598200559616
4wKjxDXnmYs_004457_ood,ood,anomaly,0.30353450775146484,0.4192636013031006,0.3176441788673401,0.26284128427505493,0.21438904106616974
xpOyD-qrQUw_001664_nonood,calib,normal,0.04531572386622429,0.09317705035209656,0.04400787129998207,0.026919009163975716,0.01715897023677826
xpOyD-qrQUw_001664_ood,ood,anomaly,0.023941703140735626,0.0424799807369709,0.021860923618078232,0.0178100373595953,0.013615868985652924
ecRog9N1Qf0_004091_nonood,calib,normal,0.21428735554218292,0.3337917923927307,0.2209077626466751,0.15662755072116852,0.14582234621047974
ecRog9N1Qf0_004091_ood,ood,anomaly,0.25341668725013733,0.3759283125400543,0.257765531539917,0.19541969895362854,0.18455322086811066
GdyJqgxlSxs_001912_nonood,calib,normal,0.18472184240818024,0.31422969698905945,0.1971690058708191,0.1322922259569168,0.09519647061824799
GdyJqgxlSxs_001912_ood,ood,anomaly,0.3044901192188263,0.42437654733657837,0.30073782801628113,0.22876770794391632,0.26407840847969055
D_pyFV4nKd4_000666_nonood,calib,normal,0.024790840223431587,0.055778611451387405,0.023032154887914658,0.012615340761840343,0.007737255655229092
D_pyFV4nKd4_000666_ood,ood,anomaly,0.16696415841579437,0.2923792600631714,0.1726958304643631,0.11485380679368973,0.08792776614427567
IQwS7BEjUxM_003203_nonood,calib,normal,0.20468464493751526,0.3350198268890381,0.2166876345872879,0.14564922451972961,0.12138187885284424
IQwS7BEjUxM_003203_ood,ood,anomaly,0.5639323592185974,0.6693077087402344,0.5883067846298218,0.5159137845039368,0.4822012186050415
Nc9SDBksPPA_000171_nonood,heldout,normal,0.25617843866348267,0.4203154742717743,0.2813180685043335,0.1914440244436264,0.13163623213768005
Nc9SDBksPPA_000171_ood,ood,anomaly,0.07943007349967957,0.14775557816028595,0.08229299634695053,0.05237459018826485,0.035297129303216934
W6YrlYyWguc_002233_nonood,calib,normal,0.2209811508655548,0.38111361861228943,0.2432592213153839,0.15616747736930847,0.10338428616523743
W6YrlYyWguc_002233_ood,ood,anomaly,0.19177256524562836,0.329988032579422,0.20679552853107452,0.13467475771903992,0.09563193470239639
jFFhYwgepmY_000251_nonood,calib,normal,0.21986685693264008,0.3620440661907196,0.239726260304451,0.1643131971359253,0.11338390409946442
jFFhYwgepmY_000251_ood,ood,anomaly,0.3590738773345947,0.4683581590652466,0.3351907730102539,0.302372545003891,0.33037397265434265
ieP36TLihGM_001859_nonood,heldout,normal,0.2691347897052765,0.40386655926704407,0.2923557758331299,0.21826224029064178,0.1620546281337738
ieP36TLihGM_001859_ood,ood,anomaly,0.2985871732234955,0.4284170866012573,0.31110990047454834,0.2439272105693817,0.21089449524879456
OWtbKblBOKI_004218_nonood,calib,normal,0.21752972900867462,0.34590432047843933,0.2292414754629135,0.17039987444877625,0.12457326799631119
OWtbKblBOKI_004218_ood,ood,anomaly,0.2733525335788727,0.394772469997406,0.2547980844974518,0.19812266528606415,0.2457168847322464
IOoVklIZLMw_000945_nonood,heldout,normal,0.3610761761665344,0.5282062292098999,0.3899630308151245,0.2803747355937958,0.2457607537508011
IOoVklIZLMw_000945_ood,ood,anomaly,0.36557626724243164,0.5069767832756042,0.37350040674209595,0.2841632664203644,0.297664612531662
uO2zGO5ydBc_000773_nonood,calib,normal,0.264678955078125,0.4363696873188019,0.28677600622177124,0.19700339436531067,0.13856662809848785
uO2zGO5ydBc_000773_ood,ood,anomaly,0.2953988015651703,0.4272502362728119,0.28664934635162354,0.2235620766878128,0.24413353204727173
0RJPQ_97dcs_002604_nonood,calib,normal,0.1171036884188652,0.22509697079658508,0.12075868993997574,0.07418380677700043,0.04837530106306076
0RJPQ_97dcs_002604_ood,ood,anomaly,0.12587577104568481,0.23173607885837555,0.13283278048038483,0.08204637467861176,0.05688782408833504
h55PiQMnlJY_002426_nonood,calib,normal,0.06039576232433319,0.11905498057603836,0.06162344664335251,0.037004757672548294,0.02389986254274845
h55PiQMnlJY_002426_ood,ood,anomaly,0.08995269984006882,0.17085716128349304,0.09191519767045975,0.053961362689733505,0.04307708144187927
ruiSuGHJf6Q_002761_nonood,calib,normal,0.18098631501197815,0.285368412733078,0.1935054063796997,0.14007462561130524,0.10499678552150726
ruiSuGHJf6Q_002761_ood,ood,anomaly,0.21925942599773407,0.3246913552284241,0.22872427105903625,0.18158265948295593,0.14203937351703644
t4Cvbdtebk0_000075_nonood,heldout,normal,0.2993055582046509,0.457550048828125,0.32113733887672424,0.24192142486572266,0.17661349475383759
t4Cvbdtebk0_000075_ood,ood,anomaly,0.5313938856124878,0.6376766562461853,0.5788996815681458,0.5161869525909424,0.3928123116493225
Izf9l3VWQuo_001889_nonood,heldout,normal,0.16610340774059296,0.27267321944236755,0.16417677700519562,0.11115573346614838,0.11640790104866028
Izf9l3VWQuo_001889_ood,ood,anomaly,0.17806792259216309,0.3208156228065491,0.18971286714076996,0.12099932134151459,0.08074384182691574
Hx8FMhmdOQU_000173_nonood,calib,normal,0.1955678015947342,0.3155217170715332,0.21253255009651184,0.14739948511123657,0.10681748390197754
Hx8FMhmdOQU_000173_ood,ood,anomaly,0.1843411922454834,0.2919028699398041,0.19471772015094757,0.14185097813606262,0.10889319330453873
bFGmOp9H3MA_005500_nonood,calib,normal,0.17642733454704285,0.3165179491043091,0.18183670938014984,0.1161075308918953,0.09124711900949478
bFGmOp9H3MA_005500_ood,ood,anomaly,0.166851207613945,0.2855615019798279,0.16764160990715027,0.11550218611955643,0.09869954735040665
Tsl84N96WM8_002572_nonood,heldout,normal,0.2326461672782898,0.3841148018836975,0.2498801052570343,0.17529179155826569,0.12129797041416168
Tsl84N96WM8_002572_ood,ood,anomaly,0.19849568605422974,0.3296701908111572,0.2043553739786148,0.1470593363046646,0.11289787292480469
DyzL2sahobA_004994_nonood,heldout,normal,0.287121444940567,0.4433123767375946,0.31686869263648987,0.22844712436199188,0.1598576158285141
DyzL2sahobA_004994_ood,ood,anomaly,0.5067354440689087,0.5767717957496643,0.5090208053588867,0.4552091956138611,0.4859398901462555
5vKPYV5w6pw_003644_nonood,calib,normal,0.05648800730705261,0.11334497481584549,0.056202784180641174,0.03453151136636734,0.021872757002711296
5vKPYV5w6pw_003644_ood,ood,anomaly,0.19699886441230774,0.28140515089035034,0.20430923998355865,0.16669632494449615,0.1355847418308258
xToi8YVZM8o_000690_nonood,calib,normal,0.0686827078461647,0.13509398698806763,0.06742504984140396,0.041851188987493515,0.030360622331500053
xToi8YVZM8o_000690_ood,ood,anomaly,0.06989181041717529,0.1236296221613884,0.07030516117811203,0.04794991761445999,0.03768254444003105
mrIFkGZbNjc_001556_nonood,calib,normal,0.2626347839832306,0.42596402764320374,0.28823259472846985,0.19527311623096466,0.1410694122314453
mrIFkGZbNjc_001556_ood,ood,anomaly,0.31766656041145325,0.4291114807128906,0.341092973947525,0.2718958854675293,0.22856590151786804
Sihe6aeyLHg_005096_nonood,calib,normal,0.20428797602653503,0.35172611474990845,0.21675975620746613,0.14135608077049255,0.10730995982885361
Sihe6aeyLHg_005096_ood,ood,anomaly,0.2192961424589157,0.3391072452068329,0.22399497032165527,0.1697917878627777,0.1442905217409134
lmykriTbncM_001467_nonood,calib,normal,0.20261108875274658,0.3228296637535095,0.21816889941692352,0.14995166659355164,0.11949414759874344
lmykriTbncM_001467_ood,ood,anomaly,0.12309771776199341,0.22592046856880188,0.12769417464733124,0.08359898626804352,0.055177267640829086
V3--0ubJkNE_005461_nonood,calib,normal,0.25620412826538086,0.4082905352115631,0.28020045161247253,0.19965334236621857,0.13667210936546326
V3--0ubJkNE_005461_ood,ood,anomaly,0.23347899317741394,0.3762480318546295,0.2306194007396698,0.15705573558807373,0.1699928194284439
0qfbmt4G8Rw_001417_nonood,calib,normal,0.1251358687877655,0.20741574466228485,0.12515190243721008,0.08608032763004303,0.08189552277326584
0qfbmt4G8Rw_001417_ood,ood,anomaly,0.24755559861660004,0.31656259298324585,0.23973356187343597,0.22844621539115906,0.20547999441623688
DSBGS6aRzgc_003585_nonood,heldout,normal,0.2791830897331238,0.4330718219280243,0.3034459352493286,0.218316912651062,0.16189758479595184
DSBGS6aRzgc_003585_ood,ood,anomaly,0.2588745951652527,0.40268373489379883,0.2754732370376587,0.1901664137840271,0.1671750247478485
gZbGLa253Ak_001801_nonood,calib,normal,0.2210325002670288,0.36572763323783875,0.23583544790744781,0.16652965545654297,0.11603722721338272
gZbGLa253Ak_001801_ood,ood,anomaly,0.3348744511604309,0.4968395233154297,0.35958078503608704,0.26333391666412354,0.21974356472492218
VxWJchENocA_000160_nonood,calib,normal,0.14671441912651062,0.2622559368610382,0.15473374724388123,0.10081242024898529,0.06905556470155716
VxWJchENocA_000160_ood,ood,anomaly,0.2892608046531677,0.3676728308200836,0.2655676305294037,0.23222680389881134,0.29157596826553345
FqJ4IfRLKmA_001771_nonood,calib,normal,0.15082994103431702,0.27686604857444763,0.15844793617725372,0.09778846800327301,0.07021727412939072
FqJ4IfRLKmA_001771_ood,ood,anomaly,0.1845499873161316,0.3021010458469391,0.18683645129203796,0.1370324343442917,0.11223001033067703
kN-2mc561GY_004496_nonood,calib,normal,0.009097754023969173,0.019660675898194313,0.008494165726006031,0.004807311575859785,0.003428861266002059
kN-2mc561GY_004496_ood,ood,anomaly,0.13710838556289673,0.22473573684692383,0.12428220361471176,0.08787175267934799,0.11154381185770035
